"Epic Id","CPT4 Code","Epic name","CPT4 name"
"1074100900","41009",INCISION AND DRAINAGE OF MASTICATOR SPACE HEMATOMA BY INTRAORAL APPROACH,"Intraoral incision and drainage of abscess, cyst, or hematoma of tongue or floor of mouth; masticator space"
"1074101000","41010",INCISION OF LINGUAL FRENUM,Incision of lingual frenum (frenotomy)
"1074101500","41015",INCISION AND DRAINAGE OF SUBLINGUAL HEMATOMA BY EXTRAORAL APPROACH,"Extraoral incision and drainage of abscess, cyst, or hematoma of floor of mouth; sublingual"
"1074101600","41016",INCISION AND DRAINAGE OF SUBMENTAL HEMATOMA BY EXTRAORAL APPROACH,"Extraoral incision and drainage of abscess, cyst, or hematoma of floor of mouth; submental"
"1074101700","41017",INCISION AND DRAINAGE OF SUBMANDIBULAR HEMATOMA BY EXTRAORAL APPROACH,"Extraoral incision and drainage of abscess, cyst, or hematoma of floor of mouth; submandibular"
"1074101800","41018",INCISION AND DRAINAGE OF MASTICATOR SPACE HEMATOMA BY EXTRAORAL APPROACH,"Extraoral incision and drainage of abscess, cyst, or hematoma of floor of mouth; masticator space"
"1074101900","41019",TRANSORAL PLACEMENT OF NEEDLE INTO NECK FOR INTERSTITIAL RADIOELEMENT APPLICATION,"Placement of needles, catheters, or other device(s) into the head and/or neck region (percutaneous, transoral, or transnasal) for subsequent interstitial radioelement application"
"1074110000","41100",BIOPSY OF TONGUE,Biopsy of tongue; anterior two-thirds
"1074110500","41105",BIOPSY OF TONGUE,Biopsy of tongue; posterior one-third
"1074110800","41108",BIOPSY OF FLOOR OF MOUTH,Biopsy of floor of mouth
"1074111000","41110",EXCISION OF LESION OF TONGUE,Excision of lesion of tongue without closure
"1074111200","41112",EXCISION OF LESION OF TONGUE WITH CLOSURE,Excision of lesion of tongue with closure; anterior two-thirds
"1074111300","41113",EXCISION OF LESION OF TONGUE WITH CLOSURE,Excision of lesion of tongue with closure; posterior one-third
"1074111400","41114",EXCISION OF LESION OF TONGUE WITH CLOSURE USING LOCAL TONGUE FLAP,Excision of lesion of tongue with closure; with local tongue flap
"1074111500","41115",EXCISION OF LINGUAL FRENUM,Excision of lingual frenum (frenectomy)
"1074111600","41116",EXCISION OF LESION OF FLOOR OF MOUTH,"Excision, lesion of floor of mouth"
"1074112000","41120",GLOSSECTOMY,Glossectomy; less than one-half tongue
"1074113000","41130",HEMIGLOSSECTOMY,Glossectomy; hemiglossectomy
"1074113500","41135",PARTIAL GLOSSECTOMY WITH UNILATERAL RADICAL DISSECTION OF NECK,"Glossectomy; partial, with unilateral radical neck dissection"
"1074114000","41140",COMPLETE GLOSSECTOMY WITH TRACHEOSTOMY,"Glossectomy; complete or total, with or without tracheostomy, without radical neck dissection"
"1073012400","30124",EXCISION OF DERMOID CYST OF NOSE,"Excision dermoid cyst, nose; simple, skin, subcutaneous"
"1073012500","30125",EXCISION OF DERMOID CYST OF NOSE,"Excision dermoid cyst, nose; complex, under bone or cartilage"
"1073013000","30130",PARTIAL EXCISION OF INFERIOR TURBINATE,"Excision inferior turbinate, partial or complete, any method"
"1073014000","30140",PARTIAL SUBMUCOUS RESECTION OF INFERIOR TURBINATE,"Submucous resection inferior turbinate, partial or complete, any method"
"1073015000","30150",PARTIAL RHINECTOMY,Rhinectomy; partial
"1073016000","30160",COMPLETE RHINECTOMY,Rhinectomy; total
"1073020000","30200",THERAPEUTIC INJECTION INTO TURBINATE,"Injection into turbinate(s), therapeutic"
"1073021000","30210",DISPLACEMENT THERAPY OF NOSE,Displacement therapy (Proetz type)
"1073022000","30220",INSERTION OF NASAL SEPTAL PROSTHESIS,"Insertion, nasal septal prosthesis (button)"
"1073030000","30300",REMOVAL OF INTRANASAL FOREIGN BODY,"Removal foreign body, intranasal; office type procedure"
"1073031000","30310",REMOVAL OF INTRANASAL FOREIGN BODY UNDER GENERAL ANESTHESIA,"Removal foreign body, intranasal; requiring general anesthesia"
"1073032000","30320",LATERAL RHINOTOMY AND REMOVAL OF INTRANASAL FOREIGN BODY,"Removal foreign body, intranasal; by lateral rhinotomy"
"1073040000","30400",PRIMARY RHINOPLASTY WITH ELEVATION OF NASAL TIP,"Rhinoplasty, primary; lateral and alar cartilages and/or elevation of nasal tip"
"1073041000","30410",COMPLETE PRIMARY RHINOPLASTY OF EXTERNAL NOSE,"Rhinoplasty, primary; complete, external parts including bony pyramid, lateral and alar cartilages, and/or elevation of nasal tip"
"1073042000","30420",PRIMARY RHINOPLASTY WITH SEPTAL REPAIR,"Rhinoplasty, primary; including major septal repair"
"1073043000","30430",SECONDARY RHINOPLASTY,"Rhinoplasty, secondary; minor revision (small amount of nasal tip work)"
"1073043500","30435",SECONDARY RHINOPLASTY,"Rhinoplasty, secondary; intermediate revision (bony work with osteotomies)"
"1073045000","30450",SECONDARY RHINOPLASTY,"Rhinoplasty, secondary; major revision (nasal tip work and osteotomies)"
"1073046000","30460",RHINOPLASTY OF NASAL TIP FOR NASAL DEFORMITY SECONDARY TO CONGENITAL CLEFT PALATE,"Rhinoplasty for nasal deformity secondary to congenital cleft lip and/or palate, including columellar lengthening; tip only"
"1073046200","30462",RHINOPLASTY OF TIP AND SEPTUM WITH OSTEOTOMY FOR NASAL DEFORMITY SECONDARY TO CONGENITAL PALATE,"Rhinoplasty for nasal deformity secondary to congenital cleft lip and/or palate, including columellar lengthening; tip, septum, osteotomies"
"1073046500","30465",REPAIR OF NASAL VESTIBULAR STENOSIS,"Repair of nasal vestibular stenosis (eg, spreader grafting, lateral nasal wall reconstruction)"
"1073052000","30520",SUBMUCOUS RESECTION OF NASAL SEPTUM WITH REPLACEMENT USING GRAFT,"Septoplasty or submucous resection, with or without cartilage scoring, contouring or replacement with graft"
"1073054000","30540",REPAIR OF CHOANAL ATRESIA BY INTRANASAL APPROACH,Repair choanal atresia; intranasal
"1073054500","30545",REPAIR OF CHOANAL ATRESIA BY TRANSPALATINE APPROACH,Repair choanal atresia; transpalatine
"1073056000","30560",LYSIS OF INTRANASAL SYNECHIA,Lysis intranasal synechia
"1073058000","30580",REPAIR OF OROMAXILLARY FISTULA,Repair fistula; oromaxillary (combine with 31030 if antrotomy is included)
"1073060000","30600",REPAIR OF ORONASAL FISTULA,Repair fistula; oronasal
"1074114500","41145",COMPLETE GLOSSECTOMY WITH UNILATERAL RADICAL DISSECTION OF NECK,"Glossectomy; complete or total, with or without tracheostomy, with unilateral radical neck dissection"
"1074115000","41150",GLOSSECTOMY WITH RESECTION OF FLOOR OF MOUTH AND MANDIBLE,"Glossectomy; composite procedure with resection floor of mouth and mandibular resection, without radical neck dissection"
"1074115300","41153",GLOSSECTOMY WITH RESECTION OF FLOOR OF MOUTH AND SUPRAHYOID NECK DISSECTION,"Glossectomy; composite procedure with resection floor of mouth, with suprahyoid neck dissection"
"1073771800","37718","LIGATION, DIVISION, AND STRIPPING OF SHORT SAPHENOUS VEIN","Ligation, division, and stripping, short saphenous vein"
"1073772200","37722","LIGATION, DIVISION, AND STRIPPING OF LONG SAPHENOUS VEIN FROM SAPHENOFEMORAL JUNCTION TO KNEE","Ligation, division, and stripping, long (greater) saphenous veins from saphenofemoral junction to knee or below"
"1073773500","37735","LIGATION AND DIVISION AND COMPLETE STRIPPING OF LONG SAPHENOUS VEINS, WITH RADICAL EXCISION OF ULCER AND SKIN GRAFT AND INTERRUPTION OF COMMUNICATING VEINS OF LOWER LEG WITH EXCISION OF DEEP FASCIA","Ligation and division and complete stripping of long or short saphenous veins with radical excision of ulcer and skin graft and/or interruption of communicating veins of lower leg, with excision of deep fascia"
"1073776000","37760",RADICAL SUBFASCIAL LIGATION OF PERFORATOR VEINS OF LOWER EXTREMITY WITH SKIN GRAFT,"Ligation of perforator veins, subfascial, radical (Linton type), including skin graft, when performed, open,1 leg"
"1073776100","37761",OPEN SUBFASCIAL LIGATION OF PERFORATOR VEINS OF LOWER EXTREMITY USING ULTRASOUND GUIDANCE,"Ligation of perforator vein(s), subfascial, open, including ultrasound guidance, when performed, 1 leg"
"1073776500","37765","STAB PHLEBECTOMY OF VARICOSE VEINS OF EXTREMITY, WITH 10 TO 20 INCISIONS","Stab phlebectomy of varicose veins, 1 extremity; 10-20 stab incisions"
"1073776600","37766","STAB PHLEBECTOMY OF VARICOSE VEINS OF EXTREMITY, WITH MORE THAN 20 INCISIONS","Stab phlebectomy of varicose veins, 1 extremity; more than 20 incisions"
"1073778000","37780",LIGATION AND DIVISION OF SHORT SAPHENOUS VEIN AT SAPHENOPOPLITEAL JUNCTION,Ligation and division of short saphenous vein at saphenopopliteal junction (separate procedure)
"1073778500","37785",LIGATION OF VARICOSE VEIN CLUSTERS OF LOWER EXTREMITY,"Ligation, division, and/or excision of varicose vein cluster(s), 1 leg"
"1073778800","37788",PENILE ARTERIAL REVASCULARIZATION WITHOUT VEIN GRAFT,"Penile revascularization, artery, with or without vein graft"
"1073779000","37790",PENILE VENOUS OCCLUSIVE PROCEDURE,Penile venous occlusive procedure
"1073779900","37799",VASCULAR SURGERY PROCEDURE,"Unlisted procedure, vascular surgery"
"1073810000","38100",COMPLETE SPLENECTOMY,Splenectomy; total (separate procedure)
"1073810100","38101",PARTIAL SPLENECTOMY,Splenectomy; partial (separate procedure)
"1073810200","38102",COMPLETE EN BLOC SPLENECTOMY,"Splenectomy; total, en bloc for extensive disease, in conjunction with other procedure (List in addition to code for primary procedure)"
"1073811500","38115",REPAIR OF RUPTURED SPLEEN WITHOUT PARTIAL SPLENECTOMY,Repair of ruptured spleen (splenorrhaphy) with or without partial splenectomy
"1073812000","38120",LAPAROSCOPY WITH SPLENECTOMY,"Laparoscopy, surgical, splenectomy"
"1073062000","30620",SEPTAL DERMATOPLASTY,Septal or other intranasal dermatoplasty (does not include obtaining graft)
"1073063000","30630",REPAIR OF NASAL SEPTUM PERFORATION,Repair nasal septal perforations
"1073080100","30801",UNILATERAL ABLATION OF SUPERFICIAL SOFT TISSUE OF INFERIOR TURBINATE,"Ablation, soft tissue of inferior turbinates, unilateral or bilateral, any method (eg, electrocautery, radiofrequency ablation, or tissue volume reduction); superficial"
"1073080200","30802",UNILATERAL ABLATION OF INTRAMURAL SOFT TISSUE OF INFERIOR TURBINATE,"Ablation, soft tissue of inferior turbinates, unilateral or bilateral, any method (eg, electrocautery, radiofrequency ablation, or tissue volume reduction); intramural (ie, submucosal)"
"1073090100","30901",CONTROL OF ANTERIOR NASAL HEMORRHAGE,"Control nasal hemorrhage, anterior, simple (limited cautery and/or packing) any method"
"1073090300","30903",CONTROL OF ANTERIOR NASAL HEMORRHAGE,"Control nasal hemorrhage, anterior, complex (extensive cautery and/or packing) any method"
"1073090500","30905",CONTROL OF POSTERIOR NASAL HEMORRHAGE WITH POSTERIOR NASAL PACK AND CAUTERY,"Control nasal hemorrhage, posterior, with posterior nasal packs and/or cautery, any method; initial"
"1073090600","30906",CONTROL OF POSTERIOR NASAL HEMORRHAGE WITH POSTERIOR NASAL PACK AND CAUTERY,"Control nasal hemorrhage, posterior, with posterior nasal packs and/or cautery, any method; subsequent"
"1073091500","30915",LIGATION OF ETHMOID ARTERY,Ligation arteries; ethmoidal
"1073092000","30920",LIGATION OF INTERNAL MAXILLARY ARTERY BY TRANSANTRAL APPROACH,"Ligation arteries; internal maxillary artery, transantral"
"1072982500","29825","ARTHROSCOPY, SHOULDER, SURGICAL; WITH LYSIS AND RESECTION OF ADHESIONS, WITH OR WITHOUT MANIPULATION","Arthroscopy, shoulder, surgical; with lysis and resection of adhesions, with or without manipulation"
"1072982600","29826","ARTHROSCOPY, SHOULDER, SURGICAL; DECOMPRESSION OF SUBACROMIAL SPACE WITH PARTIAL ACROMIOPLASTY, WITH CORACOACROMIAL LIGAMENT (IE, ARCH) RELEASE","Arthroscopy, shoulder, surgical; decompression of subacromial space with partial acromioplasty, with coracoacromial ligament (ie, arch) release, when performed (List separately in addition to code for primary procedure)"
"1072982700","29827","ARTHROSCOPY, SHOULDER, SURGICAL; WITH ROTATOR CUFF REPAIR","Arthroscopy, shoulder, surgical; with rotator cuff repair"
"1072982800","29828","ARTHROSCOPY, SHOULDER, SURGICAL; BICEPS TENODESIS","Arthroscopy, shoulder, surgical; biceps tenodesis"
"1072983000","29830",DIAGNOSTIC ARTHROSCOPY OF ELBOW WITHOUT SYNOVIAL BIOPSY,"Arthroscopy, elbow, diagnostic, with or without synovial biopsy (separate procedure)"
"1072983400","29834",SURGICAL ARTHROSCOPY OF ELBOW WITH REMOVAL OF LOOSE BODY,"Arthroscopy, elbow, surgical; with removal of loose body or foreign body"
"1072983500","29835",SURGICAL ARTHROSCOPY OF ELBOW WITH PARTIAL SYNOVECTOMY,"Arthroscopy, elbow, surgical; synovectomy, partial"
"1072983600","29836",SURGICAL ARTHROSCOPY OF ELBOW WITH COMPLETE SYNOVECTOMY,"Arthroscopy, elbow, surgical; synovectomy, complete"
"1072983700","29837",SURGICAL ARTHROSCOPY OF ELBOW WITH LIMITED DEBRIDEMENT,"Arthroscopy, elbow, surgical; debridement, limited"
"1072983800","29838",SURGICAL ARTHROSCOPY OF ELBOW WITH EXTENSIVE DEBRIDEMENT,"Arthroscopy, elbow, surgical; debridement, extensive"
"1072984000","29840",DIAGNOSTIC ARTHROSCOPY OF WRIST WITHOUT SYNOVIAL BIOPSY,"Arthroscopy, wrist, diagnostic, with or without synovial biopsy (separate procedure)"
"1073812900","38129",LAPAROSCOPY PROCEDURE ON SPLEEN,"Unlisted laparoscopy procedure, spleen"
"1073820000","38200",INJECTION PROCEDURE FOR SPLENOPORTOGRAPHY,Injection procedure for splenoportography
"1073820400","38204",MANAGEMENT OF RECIPIENT HEMATOPOIETIC PROGENITOR CELL DONOR SEARCH AND CELL ACQUISITION,Management of recipient hematopoietic progenitor cell donor search and cell acquisition
"1073820500","38205",HARVEST OF ALLOGENEIC BLOOD-DERIVED HEMATOPOIETIC PROGENITOR CELLS FOR TRANSPLANTATION,"Blood-derived hematopoietic progenitor cell harvesting for transplantation, per collection; allogeneic"
"1073820600","38206",HARVEST OF AUTOLOGOUS BLOOD-DERIVED HEMATOPOIETIC PROGENITOR CELLS FOR TRANSPLANTATION,"Blood-derived hematopoietic progenitor cell harvesting for transplantation, per collection; autologous"
"1073820700","38207",CRYOPRESERVATION OF HEMATOPOIETIC PROGENITOR CELLS FOR TRANSPLANTATION,Transplant preparation of hematopoietic progenitor cells; cryopreservation and storage
"1073820800","38208",THAWING OF FROZEN HEMATOPOIETIC PROGENITOR CELLS FOR TRANSPLANTATION WITHOUT WASHING,"Transplant preparation of hematopoietic progenitor cells; thawing of previously frozen harvest, without washing, per donor"
"1073820900","38209",THAWING AND WASHING OF FROZEN HEMATOPOIETIC PROGENITOR CELLS FOR TRANSPLANTATION,"Transplant preparation of hematopoietic progenitor cells; thawing of previously frozen harvest, with washing, per donor"
"1073821000","38210",T-CELL DEPLETION OF HEMATOPOIETIC PROGENITOR CELLS FOR TRANSPLANTATION,"Transplant preparation of hematopoietic progenitor cells; specific cell depletion within harvest, T-cell depletion"
"1073821100","38211",TUMOR CELL DEPLETION OF HEMATOPOIETIC PROGENITOR CELLS FOR TRANSPLANTATION,Transplant preparation of hematopoietic progenitor cells; tumor cell depletion
"1073821200","38212",REMOVAL OF RED BLOOD CELLS FROM HEMATOPOIETIC PROGENITOR CELLS FOR TRANSPLANTATION,Transplant preparation of hematopoietic progenitor cells; red blood cell removal
"1073821300","38213",PLATELET DEPLETION OF HEMATOPOIETIC PROGENITOR CELLS FOR TRANSPLANTATION,Transplant preparation of hematopoietic progenitor cells; platelet depletion
"1073821400","38214",PLASMA DEPLETION OF HEMATOPOIETIC PROGENITOR CELLS FOR TRANSPLANTATION,Transplant preparation of hematopoietic progenitor cells; plasma (volume) depletion
"1073821500","38215",CELL CONCENTRATION IN PLASMA OF HEMATOPOIETIC PROGENITOR CELLS FOR TRANSPLANTATION,"Transplant preparation of hematopoietic progenitor cells; cell concentration in plasma, mononuclear, or buffy coat layer"
"1073822000","38220",ASPIRATION OF BONE MARROW,Diagnostic bone marrow; aspiration(s)
"1073822100","38221",NEEDLE BIOPSY OF BONE MARROW,Diagnostic bone marrow; biopsy(ies)
"1073823000","38230",HARVEST OF ALLOGENEIC BONE MARROW FOR TRANSPLANTATION,Bone marrow harvesting for transplantation; allogeneic
"1073823200","38232",HARVEST OF AUTOLOGOUS BONE MARROW FOR TRANSPLANTATION,Bone marrow harvesting for transplantation; autologous
"1073824000","38240",TRANSPLANTATION OF ALLOGENEIC BONE MARROW,Hematopoietic progenitor cell (HPC); allogeneic transplantation per donor
"1073824100","38241",TRANSPLANTATION OF AUTOLOGOUS BONE MARROW,Hematopoietic progenitor cell (HPC); autologous transplantation
"1073824200","38242",INFUSION OF ALLOGENEIC DONOR LYMPHOCYTES,Allogeneic lymphocyte infusions
"1072704500","27045","EXCISION OF SUBFASCIAL TUMOR OF SOFT TISSUE OF PELVIS AND HIP AREA, 5 CENTIMETERS OR GREATER","Excision, tumor, soft tissue of pelvis and hip area, subfascial (eg, intramuscular); 5 cm or greater"
"1072704700","27047","EXCISION OF SUBCUTANEOUS TUMOR OF SOFT TISSUE OF PELVIS AND HIP, LESS THAN 3 CENTIMETERS","Excision, tumor, soft tissue of pelvis and hip area, subcutaneous; less than 3 cm"
"1072704800","27048","EXCISION OF SUBFASCIAL TUMOR OF SOFT TISSUE OF PELVIS AND HIP, LESS THAN 5 CENTIMETERS","Excision, tumor, soft tissue of pelvis and hip area, subfascial (eg, intramuscular); less than 5 cm"
"1072704900","27049","RADICAL RESECTION OF MALIGNANT NEOPLASM OF SOFT TISSUE OF PELVIS AND HIP, LESS THAN 5 CENTIMETERS","Radical resection of tumor (eg, sarcoma), soft tissue of pelvis and hip area; less than 5 cm"
"1072705000","27050",ARTHROTOMY OF SACROILIAC JOINT WITH BIOPSY,"Arthrotomy, with biopsy; sacroiliac joint"
"1072705200","27052",ARTHROTOMY OF HIP JOINT WITH BIOPSY,"Arthrotomy, with biopsy; hip joint"
"1072705400","27054",ARTHROTOMY OF HIP JOINT WITH SYNOVECTOMY,"Arthrotomy with synovectomy, hip joint"
"1072705700","27057",DECOMPRESSION FASCIOTOMY OF UNILATERAL PELVIC COMPARTMENT WITH DEBRIDEMENT OF NONVIABLE MUSCLE,"Decompression fasciotomy(ies), pelvic (buttock) compartment(s) (eg, gluteus medius-minimus, gluteus maximus, iliopsoas, and/or tensor fascia lata muscle) with debridement of nonviable muscle, unilateral"
"1072705900","27059","RADICAL RESECTION OF MALIGNANT NEOPLASM OF SOFT TISSUE OF PELVIS AND HIP AREA, 5 CENTIMETERS OR GREATER","Radical resection of tumor (eg, sarcoma), soft tissue of pelvis and hip area; 5 cm or greater"
"1072706000","27060",EXCISION OF ISCHIAL BURSA,Excision; ischial bursa
"1072743500","27435",CAPSULOTOMY OF KNEE WITH POSTERIOR CAPSULAR RELEASE,"Capsulotomy, posterior capsular release, knee"
"1072743700","27437",ARTHROPLASTY OF PATELLA WITHOUT PROSTHESIS,"Arthroplasty, patella; without prosthesis"
"1072743800","27438",ARTHROPLASTY OF PATELLA WITH PROSTHESIS,"Arthroplasty, patella; with prosthesis"
"1072744000","27440",ARTHROPLASTY OF TIBIAL PLATEAU,"Arthroplasty, knee, tibial plateau"
"1072744100","27441",ARTHROPLASTY OF TIBIAL PLATEAU WITH DEBRIDEMENT AND PARTIAL SYNOVECTOMY,"Arthroplasty, knee, tibial plateau; with debridement and partial synovectomy"
"1072744200","27442",ARTHROPLASTY OF TIBIAL PLATEAUS,"Arthroplasty, femoral condyles or tibial plateau(s), knee"
"1072744300","27443",ARTHROPLASTY OF TIBIAL PLATEAUS WITH DEBRIDEMENT AND PARTIAL SYNOVECTOMY,"Arthroplasty, femoral condyles or tibial plateau(s), knee; with debridement and partial synovectomy"
"1072744500","27445",ARTHROPLASTY OF KNEE WITH HINGE PROSTHESIS,"Arthroplasty, knee, hinge prosthesis (eg, Walldius type)"
"1072744600","27446",ARTHROPLASTY OF MEDIAL FEMORAL CONDYLE AND TIBIAL PLATEAU,"Arthroplasty, knee, condyle and plateau; medial OR lateral compartment"
"1072744700","27447",ARTHROPLASTY OF MEDIAL AND LATERAL FEMORAL CONDYLE AND TIBIAL PLATEAU WITHOUT RESURFACING OF PATELLA,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)"
"1072744800","27448",OSTEOTOMY OF SUPRACONDYLAR PART OF FEMUR WITHOUT FIXATION,"Osteotomy, femur, shaft or supracondylar; without fixation"
"1072745000","27450",OSTEOTOMY OF SUPRACONDYLAR PART OF FEMUR WITH FIXATION,"Osteotomy, femur, shaft or supracondylar; with fixation"
"1072984300","29843",SURGICAL ARTHROSCOPY OF WRIST WITH LAVAGE AND DRAINAGE FOR INFECTION,"Arthroscopy, wrist, surgical; for infection, lavage and drainage"
"1072984400","29844",SURGICAL ARTHROSCOPY OF WRIST WITH PARTIAL SYNOVECTOMY,"Arthroscopy, wrist, surgical; synovectomy, partial"
"1072984500","29845",SURGICAL ARTHROSCOPY OF WRIST WITH COMPLETE SYNOVECTOMY,"Arthroscopy, wrist, surgical; synovectomy, complete"
"1072984600","29846",SURGICAL ARTHROSCOPY OF WRIST WITH JOINT DEBRIDEMENT,"Arthroscopy, wrist, surgical; excision and/or repair of triangular fibrocartilage and/or joint debridement"
"1072984700","29847",SURGICAL ARTHROSCOPY OF WRIST WITH INTERNAL FIXATION OF FRACTURE,"Arthroscopy, wrist, surgical; internal fixation for fracture or instability"
"1072984800","29848",SURGICAL ARTHROSCOPY OF WRIST WITH RELEASE OF TRANSVERSE CARPAL LIGAMENT,"Endoscopy, wrist, surgical, with release of transverse carpal ligament"
"1072985000","29850",SURGICAL ARTHROSCOPY OF KNEE WITH REDUCTION OF FRACTURE OF TUBEROSITY OF KNEE WITH MANIPULATION AND INTERNAL FIXATION,"Arthroscopically aided treatment of intercondylar spine(s) and/or tuberosity fracture(s) of the knee, with or without manipulation; without internal or external fixation (includes arthroscopy)"
"1072985100","29851",SURGICAL ARTHROSCOPY OF KNEE WITH REDUCTION OF FRACTURE OF TUBEROSITY OF KNEE WITH MANIPULATION AND INTERNAL FIXATION,"Arthroscopically aided treatment of intercondylar spine(s) and/or tuberosity fracture(s) of the knee, with or without manipulation; with internal or external fixation (includes arthroscopy)"
"1072985500","29855",SURGICAL ARTHROSCOPY OF KNEE WITH REDUCTION OF UNICONDYLAR PROXIMAL TIBIAL FRACTURE AND INTERNAL FIXATION,"Arthroscopically aided treatment of tibial fracture, proximal (plateau); unicondylar, includes internal fixation, when performed (includes arthroscopy)"
"1072985600","29856",SURGICAL ARTHROSCOPY OF KNEE WITH REDUCTION OF BICONDYLAR PROXIMAL TIBIAL FRACTURE AND INTERNAL FIXATION,"Arthroscopically aided treatment of tibial fracture, proximal (plateau); bicondylar, includes internal fixation, when performed (includes arthroscopy)"
"1072986000","29860",DIAGNOSTIC ARTHROSCOPY OF HIP JOINT WITHOUT SYNOVIAL BIOPSY,"Arthroscopy, hip, diagnostic with or without synovial biopsy (separate procedure)"
"1072986100","29861",SURGICAL ARTHROSCOPY OF HIP WITH REMOVAL OF LOOSE BODY,"Arthroscopy, hip, surgical; with removal of loose body or foreign body"
"1072986200","29862","SURGICAL ARTHROSCOPY OF HIP WITH SHAVING OF ARTICULAR CARTILAGE, ABRASION ARTHROPLASTY AND RESECTION OF LABRUM","Arthroscopy, hip, surgical; with debridement/shaving of articular cartilage (chondroplasty), abrasion arthroplasty, and/or resection of labrum"
"1072986300","29863",SURGICAL ARTHROSCOPY OF HIP WITH SYNOVECTOMY,"Arthroscopy, hip, surgical; with synovectomy"
"1072986600","29866","SURGICAL ARTHROSCOPY OF KNEE WITH OSTEOCHONDRAL AUTOGRAFTS, INCLUDING HARVESTING OF GRAFTS","Arthroscopy, knee, surgical; osteochondral autograft(s) (eg, mosaicplasty) (includes harvesting of the autograft[s])"
"1072986700","29867",SURGICAL ARTHROSCOPY OF KNEE WITH MOSAICPLASTY USING OSTEOCHONDRAL ALLOGRAFTS,"Arthroscopy, knee, surgical; osteochondral allograft (eg, mosaicplasty)"
"1072986800","29868","SURGICAL ARTHROSCOPY OF KNEE WITH MEDIAL MENISCUS TRANSPLANTATION, INCLUDING ARTHROTOMY","Arthroscopy, knee, surgical; meniscal transplantation (includes arthrotomy for meniscal insertion), medial or lateral"
"1073824300","38243",TRANSPLANTATION OF BLOOD-DERIVED PERIPHERAL STEM CELLS,Hematopoietic progenitor cell (HPC); HPC boost
"1073830000","38300",DRAINAGE OF LYMPHADENITIS,Drainage of lymph node abscess or lymphadenitis; simple
"1073830500","38305",DRAINAGE OF LYMPHADENITIS,Drainage of lymph node abscess or lymphadenitis; extensive
"1073830800","38308",OPERATION ON LYMPHATIC CHANNEL,Lymphangiotomy or other operations on lymphatic channels
"1073838000","38380",SUTURE AND LIGATION OF THORACIC DUCT BY CERVICAL APPROACH,Suture and/or ligation of thoracic duct; cervical approach
"1073838100","38381",SUTURE AND LIGATION OF THORACIC DUCT BY THORACIC APPROACH,Suture and/or ligation of thoracic duct; thoracic approach
"1073838200","38382",LIGATION OF THORACIC DUCT BY ABDOMINAL APPROACH,Suture and/or ligation of thoracic duct; abdominal approach
"1073850000","38500",OPEN BIOPSY OF SUPERFICIAL LYMPH NODE,"Biopsy or excision of lymph node(s); open, superficial"
"1073850500","38505",NEEDLE BIOPSY OF SUPERFICIAL LYMPH NODE,"Biopsy or excision of lymph node(s); by needle, superficial (eg, cervical, inguinal, axillary)"
"1073851000","38510",OPEN BIOPSY OF DEEP CERVICAL LYMPH NODE,"Biopsy or excision of lymph node(s); open, deep cervical node(s)"
"1073852000","38520",OPEN BIOPSY OF DEEP CERVICAL LYMPH NODE WITH EXCISION OF SCALENE FAT PAD,"Biopsy or excision of lymph node(s); open, deep cervical node(s) with excision scalene fat pad"
"1073852500","38525",OPEN BIOPSY OF DEEP AXILLARY LYMPH NODE,"Biopsy or excision of lymph node(s); open, deep axillary node(s)"
"1073853000","38530",OPEN BIOPSY OF INTERNAL MAMMARY LYMPH NODE,"Biopsy or excision of lymph node(s); open, internal mammary node(s)"
"1073854200","38542",DISSECTION OF DEEP JUGULAR LYMPH NODE,"Dissection, deep jugular node(s)"
"1073855000","38550",EXCISION OF CYSTIC HYGROMA OF NECK,"Excision of cystic hygroma, axillary or cervical; without deep neurovascular dissection"
"1073855500","38555",EXCISION OF CYSTIC HYGROMA OF NECK WITH DEEP NEUROVASCULAR DISSECTION,"Excision of cystic hygroma, axillary or cervical; with deep neurovascular dissection"
"1073856200","38562",EXCISION OF PELVIC AND PARA-AORTIC LYMPH NODES FOR STAGING,Limited lymphadenectomy for staging (separate procedure); pelvic and para-aortic
"1073856400","38564",EXCISION OF SPLENIC LYMPH NODES FOR STAGING,Limited lymphadenectomy for staging (separate procedure); retroperitoneal (aortic and/or splenic)
"1073857000","38570",SURGICAL LAPAROSCOPY WITH BIOPSY OF SINGLE RETROPERITONEAL LYMPH NODE,"Laparoscopy, surgical; with retroperitoneal lymph node sampling (biopsy), single or multiple"
"1073857100","38571",SURGICAL LAPAROSCOPY WITH BILATERAL EXCISION OF ALL PELVIC LYMPH NODES,"Laparoscopy, surgical; with bilateral total pelvic lymphadenectomy"
"1073857200","38572",SURGICAL LAPAROSCOPY WITH BILATERAL EXCISION OF ALL PELVIC LYMPH NODES AND BIOPSY OF PERIAORTIC LYMPH NODE,"Laparoscopy, surgical; with bilateral total pelvic lymphadenectomy and peri-aortic lymph node sampling (biopsy), single or multiple"
"1073858900","38589",LAPAROSCOPY PROCEDURE ON LYMPHATIC SYSTEM,"Unlisted laparoscopy procedure, lymphatic system"
"1073870000","38700",EXCISION OF SUPRAHYOID LYMPH NODE,Suprahyoid lymphadenectomy
