sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:CPT_CODE,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
135,"ECHOCARDIOGRAPHY,TRANSESOPHAGEAL,REAL TIME WITH IMAGE DOCUMENTATION (2D) (WITH OR WITHOUT M-MODE RECORDING);",186,,,0.75,APPROVED,EQUIVALENT,Sharon Nirenberg,1627318679777,2313873,"Echocardiography, transesophageal, real-time with image documentation (2D) (with or without M-mode recording); placement of transesophageal probe only",Procedure,MAPS_TO,,<auto>,1627307741764,
1072096900,FREE OSTEOCUTANEOUS FLAP WITH MICROVASCULAR ANASTOMOSIS,240,,20969,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627318682067,2102996,"Free osteocutaneous flap with microvascular anastomosis; other than iliac crest, metatarsal, or great toe",Procedure,MAPS_TO,,<auto>,1627307741774,
1071586000,INTRAVENOUS INJECTION OF FLUORESCEIN TO TEST VASCULAR FLOW IN GRAFT,1192,,15860,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627318685021,2102514,"Intravenous injection of agent (eg, fluorescein) to test vascular flow in flap or graft",Procedure,MAPS_TO,,<auto>,1627307741953,
1074420200,SURGICAL LAPAROSCOPY WITH SMALL INTESTINE RESECTION AND ANASTOMOSIS,294,,44202,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627318686290,2109063,"Laparoscopy, surgical; enterectomy, resection of small intestine, single resection and anastomosis",Procedure,MAPS_TO,,<auto>,1627307742277,
1073165300,"FLEXIBLE BRONCHOSCOPY USING FLUOROSCOPIC GUIDANCE WITH ENDOBRONCHIAL ULTRASOUND GUIDED TRACHEAL AND TRANSBRONCHIAL SAMPLING OF HILAR LYMPH NODES, 3 OR MORE STATIONS OR STRUCTURES",752,,31653,0.90,APPROVED,EQUIVALENT,Sharon Nirenberg,1627318689535,42627977,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with endobronchial ultrasound (EBUS) guided transtracheal and/or transbronchial sampling (eg, aspiration[s]/biopsy[ies]), 3 or more mediastinal and/or hilar lymph node stati",Procedure,MAPS_TO,,<auto>,1627307742578,
1076186700,TWIST DRILL HOLE WITH IMPLANTATION OF NEUROSTIMULATOR ELECTRODE ARRAY IN SUBCORTICAL SITE BY STEREOTACTIC METHOD USING INTRAOPERATIVE MICROELECTRODE RECORDING,399,,61867,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627318695812,2110559,"Twist drill, burr hole, craniotomy, or craniectomy with stereotactic implantation of neurostimulator electrode array in subcortical site (eg, thalamus, globus pallidus, subthalamic nucleus, periventricular, periaqueductal gray), with use of intraoperative",Procedure,MAPS_TO,,<auto>,1627307742594,
1074760000,CHOLECYSTECTOMY,229,,47600,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627318705839,2109368,Cholecystectomy,Procedure,MAPS_TO,,Sharon Nirenberg,1627318703044,
1074606000,INCISION AND DRAINAGE OF ISCHIORECTAL ABSCESS WITH SUBMUSCULAR FISTULOTOMY AND PLACEMENT OF SETON,405,,46060,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627318710848,2109235,"Incision and drainage of ischiorectal or intramural abscess, with fistulectomy or fistulotomy, submuscular, with or without placement of seton",Procedure,MAPS_TO,,<auto>,1627307743744,
1073334000,PERQ CLSR TCAT L ATR APNDGE,294,,33340,0.80,APPROVED,EQUIVALENT,Sharon Nirenberg,1627318712344,42627933,"Percutaneous transcatheter closure of the left atrial appendage with endocardial implant, including fluoroscopy, transseptal puncture, catheter placement(s), left atrial angiography, left atrial appendage angiography, when performed, and radiological supe",Procedure,MAPS_TO,,<auto>,1627307744100,
1072155200,"EXCISION OF SUBCUTANEOUS TUMOR OF SOFT TISSUE OF NECK, 3 CENTIMETERS OR GREATER",199,,21552,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627318720229,40757106,"Excision, tumor, soft tissue of neck or anterior thorax, subcutaneous; 3 cm or greater",Procedure,MAPS_TO,,<auto>,1627307744201,
1071574000,"FORMATION OF ISLAND PEDICLE FLAP GRAFT, INCLUDING IDENTIFICATION AND DISSECTION OF AN ANATOMICALLY NAMED AXIAL VESSEL",253,,15740,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627318723356,2102415,Flap; island pedicle requiring identification and dissection of an anatomically named axial vessel,Procedure,MAPS_TO,,<auto>,1627307744455,
1075199900,LAPAROSCOPY PROCEDURE ON BLADDER,209,,51999,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627318724978,2109764,"Unlisted laparoscopy procedure, bladder",Procedure,MAPS_TO,,<auto>,1627307744582,
1075752200,EXCISION OF CERVIX USING LOOP ELECTRODE WITH FULGURATION AND REPAIR,508,,57522,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627318726375,2110155,"Conization of cervix, with or without fulguration, with or without dilation and curettage, with or without repair; loop electrode excision",Procedure,MAPS_TO,,<auto>,1627307745199,
23,NEEDLE ELECTROMYOGRAPHIC (EMG) LARYNX,398,,,0.74,APPROVED,EQUIVALENT,Sharon Nirenberg,1627318736407,2314122,Needle electromyography; larynx,Procedure,MAPS_TO,,<auto>,1627307745414,
1072284300,POSTERIOR SEGMENTAL INSTRUMENTATION OF 7 TO 12 VERTEBRAL SEGMENTS,358,,22843,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627318738339,2103554,"Posterior segmental instrumentation (eg, pedicle fixation, dual rods with multiple hooks and sublaminar wires); 7 to 12 vertebral segments (List separately in addition to code for primary procedure)",Procedure,MAPS_TO,,<auto>,1627307746555,
1072066000,REMOVAL OF CRANIAL TONGS,404,,20660,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627318739575,2102916,"Application of cranial tongs, caliper, or stereotactic frame, including removal (separate procedure)",Procedure,MAPS_TO,,<auto>,1627307746657,
1072261000,ARTHRODESIS OF THORACIC VERTEBRAL SEGMENT BY POSTEROLATERAL TECHNIQUE,274,,22610,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627318741181,2103517,"Arthrodesis, posterior or posterolateral technique, single level; thoracic (with lateral transverse technique, when performed)",Procedure,MAPS_TO,,<auto>,1627307747401,
1075068400,INJECTION PROCEDURE FOR URETEROPYELOGRAPHY THROUGH URETEROSTOMY,185,,50684,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627318742481,2109647,Injection procedure for ureterography or ureteropyelography through ureterostomy or indwelling ureteral catheter,Procedure,MAPS_TO,,<auto>,1627307747476,
1074420400,SURGICAL LAPAROSCOPY WITH PARTIAL COLECTOMY AND ANASTOMOSIS,746,,44204,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627318743650,2109065,"Laparoscopy, surgical; colectomy, partial, with anastomosis",Procedure,MAPS_TO,,<auto>,1627307748014,
23,NEEDLE ELECTROMYOGRAPHIC (EMG) LARYNX,398,,,0.74,APPROVED,EQUIVALENT,Sharon Nirenberg,1627318752154,2314122,Needle electromyography; larynx,Procedure,MAPS_TO,,<auto>,1627307748219,
1073760700,LIGATION OF ANGIOACCESS ARTERIOVENOUS FISTULA,199,,37607,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627318754283,2108370,Ligation or banding of angioaccess arteriovenous fistula,Procedure,MAPS_TO,,<auto>,1627307748768,
1072068000,"REMOVAL OF IMPLANT; DEEP (EG, BURIED WIRE, PIN, SCREW, METAL BAND, NAIL ROD OR PLATE)",1177,,20680,0.96,APPROVED,EQUIVALENT,Sharon Nirenberg,1627318755478,2102933,"Removal of implant; deep (eg, buried wire, pin, screw, metal band, nail, rod or plate)",Procedure,MAPS_TO,,<auto>,1627307749266,
1071936400,"BREAST RECONSTRUCTION WITH FREE FLAP (EG, FTRAM, DIEP, SIEA, GAP FLAP)",507,,19364,0.53,APPROVED,EQUIVALENT,Sharon Nirenberg,1627318757551,2102759,Breast reconstruction with free flap,Procedure,MAPS_TO,,<auto>,1627307749725,
1077582000,"VENOGRAPHY, EXTREMITY, UNILATERAL, RADIOLOGICAL SUPERVISION AND INTERPRETATION",240,,75820,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627318758748,2211616,"Venography, extremity, unilateral, radiological supervision and interpretation",Procedure,MAPS_TO,,<auto>,1627307749887,
1072714000,OSTEOTOMY AND TRANSFER OF GREATER TROCHANTER OF FEMUR,358,,27140,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627318759983,2104841,Osteotomy and transfer of greater trochanter of femur (separate procedure),Procedure,MAPS_TO,,<auto>,1627307750602,
39,"NASALSINUS ENDOSCOPY,SURGICAL WITH ETHMOIDECTOMY; TOTAL (ANTERIOR AND POSTERIOR),INCLUDING FRONTAL SINUS EXPLORATION,WITH REMOVAL OF TISSUE FROM FRONTAL SINUS,WHEN PERFORMED",518,,,0.74,APPROVED,EQUIVALENT,Sharon Nirenberg,1627318779403,725032,"Nasal/sinus endoscopy, surgical with ethmoidectomy; total (anterior and posterior), including frontal sinus exploration, with removal of tissue from frontal sinus, when performed",Procedure,MAPS_TO,,<auto>,1627307750716,
23,NEEDLE ELECTROMYOGRAPHIC (EMG) LARYNX,398,,,0.74,APPROVED,EQUIVALENT,Sharon Nirenberg,1627318788997,2314122,Needle electromyography; larynx,Procedure,MAPS_TO,,<auto>,1627307751196,
1072829800,CORRECTION OF HALLUX VALGUS BY PHALANX OSTEOTOMY WITHOUT SESAMOIDECTOMY,253,,28298,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627318800899,2105646,"Correction, hallux valgus (bunionectomy), with sesamoidectomy, when performed; with proximal phalanx osteotomy, any method",Procedure,MAPS_TO,,<auto>,1627307751257,
1074950700,REPAIR OF STRANGULATED INGUINAL HERNIA,273,,49507,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627318819995,2109490,"Repair initial inguinal hernia, age 5 years or older; incarcerated or strangulated",Procedure,MAPS_TO,,Sharon Nirenberg,1627318813867,
1073165200,"BRONCHOSCOPY, RIGID OR FLEXIBLE, INCLUDING FLUOROSCOPIC GUIDANCE, WHEN PERFORMED; WITH ENDOBRONCHIAL ULTRASOUND (EBUS) GUIDED TRANSTRACHEAL AND/OR TRANSBRONCHIAL SAMPLING (EG, ASPIRATION(S)/BIOPSY(IES",680,,31652,0.71,APPROVED,EQUIVALENT,Sharon Nirenberg,1627318822662,42628055,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with endobronchial ultrasound (EBUS) guided transtracheal and/or transbronchial sampling (eg, aspiration[s]/biopsy[ies]), one or two mediastinal and/or hilar lymph node stat",Procedure,MAPS_TO,,<auto>,1627307752085,
1079644600,CHEMOTHERAPY ADMINISTRATION INTO PERITONEAL CAVITY VIA INDWELLING PORT OR CATH.,207,,96446,0.91,APPROVED,EQUIVALENT,Sharon Nirenberg,1627318825308,40757129,Chemotherapy administration into the peritoneal cavity via indwelling port or catheter,Procedure,MAPS_TO,,<auto>,1627307752284,
1072980700,"ARTHROSCOPY, SHOULDER, SURGICAL; REPAIR OF SLAP LESION",184,,29807,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627318827079,2105940,"Arthroscopy, shoulder, surgical; repair of SLAP lesion",Procedure,MAPS_TO,,<auto>,1627307752432,
1076470800,OPEN NEUROPLASTY OF ULNAR NERVE,239,,64708,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627318829571,2110816,"Neuroplasty, major peripheral nerve, arm or leg, open; other than specified",Procedure,MAPS_TO,,<auto>,1627307752715,
1076222300,CREATION OF VENTRICULO-PLEURAL SHUNT,506,,62223,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627321225754,2110598,"Creation of shunt; ventriculo-peritoneal, -pleural, other terminus",Procedure,MAPS_TO,,Sharon Nirenberg,1627321221617,
1072261400,ARTHRODESIS OF VERTEBRAL SEGMENT BY POSTEROLATERAL TECHNIQUE,1170,,22614,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627321233132,2103519,"Arthrodesis, posterior or posterolateral technique, single level; each additional vertebral segment (List separately in addition to code for primary procedure)",Procedure,MAPS_TO,,<auto>,1627307755304,
1072263400,"ARTHRODESIS OF EACH ADDITIONAL LUMBAR VERTEBRAL SEGMENT BY COMBINED POSTEROLATERAL TECHNIQUE AND POSTERIOR INTERBODY TECHNIQUE, WITH LAMINECTOMY AND DISCECTOMY",228,,22634,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627321236883,42742495,"Arthrodesis, combined posterior or posterolateral technique with posterior interbody technique including laminectomy and/or discectomy sufficient to prepare interspace (other than for decompression), single interspace and segment; each additional interspa",Procedure,MAPS_TO,,<auto>,1627307756148,
1075054500,"SURGICAL LAPAROSCOPY WITH RADICAL NEPHRECTOMY INCLUDING REMOVAL OF GEROTA'S FASCIA AND SURROUNDING FATTY TISSUE, REMOVAL OF REGIONAL LYMPH NODES, AND ADRENALECTOMY",293,,50545,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627321238278,2109616,"Laparoscopy, surgical; radical nephrectomy (includes removal of Gerota's fascia and surrounding fatty tissue, removal of regional lymph nodes, and adrenalectomy)",Procedure,MAPS_TO,,<auto>,1627307756277,
1075054700,SURGICAL LAPAROSCOPY WITH NEPHRECTOMY FROM LIVING DONOR AND COLD PRESERVATION,198,,50547,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627321239577,2109618,"Laparoscopy, surgical; donor nephrectomy (including cold preservation), from living donor",Procedure,MAPS_TO,,<auto>,1627307756805,
1073530100,"VERTEBRAL THROMBOENDARTERECTOMY WITH REPAIR USING PATCH GRAFT, VIA NECK INCISION",357,,35301,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627321241187,2107740,"Thromboendarterectomy, including patch graft, if performed; carotid, vertebral, subclavian, by neck incision",Procedure,MAPS_TO,,<auto>,1627307757334,
1073659000,REMOVAL OF TUNNELED CENTRAL VENOUS CATHETER WITH SUBCUTANEOUS PUMP,398,,36590,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627321243185,2108252,"Removal of tunneled central venous access device, with subcutaneous port or pump, central or peripheral insertion",Procedure,MAPS_TO,,<auto>,1627307758032,
1075752000,CONIZATION OF CERVIX USING LASER WITH FULGURATION AND REPAIR,184,,57520,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627321244266,2110154,"Conization of cervix, with or without fulguration, with or without dilation and curettage, with or without repair; cold knife or laser",Procedure,MAPS_TO,,<auto>,1627307758306,
1071512000,"SPLIT-THICKNESS AUTOGRAFT, FACE, SCALP, EYELIDS, MOUTH, NECK, EARS, ORBITS, GENITALIA, HANDS, FEET, AND/OR MULTIPLE DIGITS; FIRST 100 SQ CM OR LESS, OR 1% OF BODY AREA OF INFANTS AND CHILDREN (EXCEPT",403,,15120,0.97,APPROVED,EQUIVALENT,Sharon Nirenberg,1627321245874,2102293,"Split-thickness autograft, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits; first 100 sq cm or less, or 1% of body area of infants and children (except 15050)",Procedure,MAPS_TO,,<auto>,1627307759049,
1074650500,CHEMODENERVATION OF INTERNAL ANAL SPHINCTER,503,,46505,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627321246979,2109259,Chemodenervation of internal anal sphincter,Procedure,MAPS_TO,,<auto>,1627307759184,
1073857000,SURGICAL LAPAROSCOPY WITH BIOPSY OF SINGLE RETROPERITONEAL LYMPH NODE,223,,38570,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627321248175,2108476,"Laparoscopy, surgical; with retroperitoneal lymph node sampling (biopsy), single or multiple",Procedure,MAPS_TO,,<auto>,1627307759787,
1076304500,"UNILATERAL OR BILATERAL LAMINECTOMY, FACETECTOMY, AND FORAMINOTOMY OF SINGLE VERTEBRA OF CERVICAL SPINE WITH DECOMPRESSION OF SPINAL CORD AND NERVE ROOT",730,,63045,0.98,APPROVED,EQUIVALENT,Sharon Nirenberg,1627321249227,2110650,"Laminectomy, facetectomy and foraminotomy (unilateral or bilateral with decompression of spinal cord, cauda equina and/or nerve root[s], [eg, spinal or lateral recess stenosis]), single vertebral segment; cervical",Procedure,MAPS_TO,,<auto>,1627307759874,
1077563000,"AORTOGRAPHY, ABD, BIL ILIOFEMORAL LOWER EXT, CATHETER, BY SERIALOGRAPHY, RAD SUPERVISION & INTERPR",273,,75630,0.70,APPROVED,EQUIVALENT,Sharon Nirenberg,1627321250261,2211584,"Aortography, abdominal plus bilateral iliofemoral lower extremity, catheter, by serialography, radiological supervision and interpretation",Procedure,MAPS_TO,,<auto>,1627307759907,
1073152500,DIAGNOSTIC DIRECT LARYNGOSCOPY WITH TRACHEOSCOPY,228,,31525,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627321262527,2106489,"Laryngoscopy direct, with or without tracheoscopy; diagnostic, except newborn",Procedure,MAPS_TO,,Sharon Nirenberg,1627321260748,
1072988800,SURGICAL ARTHROSCOPY OF KNEE WITH REPAIR OF ANTERIOR CRUCIATE LIGAMENT,573,,29888,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627321270391,2106052,Arthroscopically aided anterior cruciate ligament repair/augmentation or reconstruction,Procedure,MAPS_TO,,<auto>,1627307760081,
1075570000,SINGLE PUNCH BIOPSY OF PROSTATE,198,,55700,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627321272722,2110026,"Biopsy, prostate; needle or punch, single or multiple, any approach",Procedure,MAPS_TO,,<auto>,1627307760141,
1076025200,SUBTOTAL THYROIDECTOMY WITH DISSECTION OF NECK,1163,,60252,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627321274692,2110372,"Thyroidectomy, total or subtotal for malignancy; with limited neck dissection",Procedure,MAPS_TO,,<auto>,1627307760287,
1076214000,CRANIOPLASTY FOR SKULL DEFECT,183,,62140,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627321283609,2110577,Cranioplasty for skull defect; up to 5 cm diameter,Procedure,MAPS_TO,,Sharon Nirenberg,1627321282069,
1076458100,INCISION FOR IMPLANTATION OF SACRAL NERVE NEUROMUSCULAR NEUROSTIMULATOR ELECTRODE ARRAY BY TRANSFORAMINAL APPROACH,253,,64581,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627321286461,2110792,Incision for implantation of neurostimulator electrode array; sacral nerve (transforaminal placement),Procedure,MAPS_TO,,<auto>,1627307761354,
1073681900,OPEN ARTERIOVENOUS ANASTOMOSIS BY UPPER ARM BASILIC VEIN TRANSPOSITION,292,,36819,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627321290111,2108280,"Arteriovenous anastomosis, open; by upper arm basilic vein transposition",Procedure,MAPS_TO,,<auto>,1627307763009,
1073725300,INTRAVASCULAR ULTRASOUND DURING DIAGNOSTIC EVALUATION,392,,37253,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627321303534,42627890,"Intravascular ultrasound (noncoronary vessel) during diagnostic evaluation and/or therapeutic intervention, including radiological supervision and interpretation; each additional noncoronary vessel (List separately in addition to code for primary procedur",Procedure,MAPS_TO,,Sharon Nirenberg,1627321302110,
1073874500,TOTAL EXCISION OF AXILLARY LYMPH NODES,1140,,38745,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627321309075,2108484,Axillary lymphadenectomy; complete,Procedure,MAPS_TO,,<auto>,1627307764315,
39,"NASALSINUS ENDOSCOPY,SURGICAL WITH ETHMOIDECTOMY; TOTAL (ANTERIOR AND POSTERIOR),INCLUDING FRONTAL SINUS EXPLORATION,WITH REMOVAL OF TISSUE FROM FRONTAL SINUS,WHEN PERFORMED",518,,,0.74,APPROVED,EQUIVALENT,Sharon Nirenberg,1627401832795,725032,"Nasal/sinus endoscopy, surgical with ethmoidectomy; total (anterior and posterior), including frontal sinus exploration, with removal of tissue from frontal sinus, when performed",Procedure,MAPS_TO,,<auto>,1627307764436,
1072723600,OPEN REDUCTION OF FRACTURE OF PROXIMAL END OF FEMUR WITH PROSTHETIC REPLACEMENT,357,,27236,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627321329948,2104914,"Open treatment of femoral fracture, proximal end, neck, internal fixation or prosthetic replacement",Procedure,MAPS_TO,,<auto>,1627307764970,
1074112000,GLOSSECTOMY,302,,41120,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627321354140,2108638,Glossectomy; less than one-half tongue,Procedure,MAPS_TO,,Sharon Nirenberg,1627321348488,
1076024000,COMPLETE THYROIDECTOMY,1123,,60240,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627321364735,2110371,"Thyroidectomy, total or complete",Procedure,MAPS_TO,,Sharon Nirenberg,1627321363496,
1073683000,CREATION OF ARTERIOVENOUS FISTULA USING THERMOPLASTIC GRAFT,721,,36830,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627321373691,2108296,"Creation of arteriovenous fistula by other than direct arteriovenous anastomosis (separate procedure); nonautogenous graft (eg, biological collagen, thermoplastic graft)",Procedure,MAPS_TO,,<auto>,1627307766287,
1073537100,COMMON FEMORAL THROMBOENDARTERECTOMY WITH REPAIR USING PATCH GRAFT,198,,35371,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627321599434,2107774,"Thromboendarterectomy, including patch graft, if performed; common femoral",Procedure,MAPS_TO,,<auto>,1627307766667,
1075036000,IMPLANTATION OF RENAL ALLOGRAFT WITHOUT RECIPIENT NEPHRECTOMY,572,,50360,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627321601084,2109586,"Renal allotransplantation, implantation of graft; without recipient nephrectomy",Procedure,MAPS_TO,,<auto>,1627307766669,
1073690600,"PERCUTANEOUS INFUSION FOR THROMBOLYSIS OF DIALYSIS CIRCUIT AND TRANSCATHETER PLACEMENT OF INTRAVASCULAR STENT IN PERIPHERAL DIALYSIS SEGMENT USING FLUOROSCOPIC GUIDE, W DIAGN ANGIOGRAPHY OF DIALY CIRC",679,,36906,0.92,APPROVED,EQUIVALENT,Sharon Nirenberg,1627321604917,42628057,"Percutaneous transluminal mechanical thrombectomy and/or infusion for thrombolysis, dialysis circuit, any method, including all imaging and radiological supervision and interpretation, diagnostic angiography, fluoroscopic guidance, catheter placement(s), ",Procedure,MAPS_TO,,<auto>,1627307766987,
1075345000,URETHROMEATOPLASTY WITH MUCOSAL ADVANCEMENT,390,,53450,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627321612425,2109874,"Urethromeatoplasty, with mucosal advancement",Procedure,MAPS_TO,,Sharon Nirenberg,1627321610279,
1072706500,EXCISION OF SUPERFICIAL BONE CYST OF WING OF ILIUM WITH AUTOGRAFT,234,,27065,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627321615387,2104779,"Excision of bone cyst or benign tumor, wing of ilium, symphysis pubis, or greater trochanter of femur; superficial, includes autograft, when performed",Procedure,MAPS_TO,,<auto>,1627307767901,
1073255500,THORACENTESIS USING NEEDLE WITH ASPIRATION OF PLEURAL SPACE UNDER IMAGING GUIDANCE,402,,32555,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627321617249,43527915,"Thoracentesis, needle or catheter, aspiration of the pleural space; with imaging guidance",Procedure,MAPS_TO,,<auto>,1627307768095,
1076449400,INJECTION OF THERAPEUTIC AGENT INTO SACRAL OR LUMBAR PARAVERTEBRAL FACET JOINT USING CT GUIDANCE,495,,64494,0.94,APPROVED,EQUIVALENT,Sharon Nirenberg,1627321620274,40757127,"Injection(s), diagnostic or therapeutic agent, paravertebral facet (zygapophyseal) joint (or nerves innervating that joint) with image guidance (fluoroscopy or CT), lumbar or sacral; second level (List separately in addition to code for primary procedure)",Procedure,MAPS_TO,,<auto>,1627307769035,
1076305600,"DECOMPRESSION OF LUMBAR SPINAL CORD, CAUDA EQUINA, AND NERVE ROOT BY TRANSFACET APPROACH",272,,63056,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627321625411,2110657,"Transpedicular approach with decompression of spinal cord, equina and/or nerve root(s) (eg, herniated intervertebral disc), single segment; lumbar (including transfacet, or lateral extraforaminal approach) (eg, far lateral herniated intervertebral disc)",Procedure,MAPS_TO,,<auto>,1627307769197,
1071937000,"REVISION OF PERI-IMPLANT CAPSULE, BREAST, INCLUDING CAPSULOTOMY, CAPSULORRHAPHY, AND/OR PARTIAL CAPSULECTOMY",222,,19370,0.38,APPROVED,EQUIVALENT,Sharon Nirenberg,1627401759801,2102774,"Open periprosthetic capsulotomy, breast",Procedure,MAPS_TO,,Sharon Nirenberg,1627401758826,
1075857000,SURGICAL LAPAROSCOPY WITH COMPLETE HYSTERECTOMY OF UTERUS UP TO 250 G,287,,58570,0.93,APPROVED,EQUIVALENT,Sharon Nirenberg,1627321665603,2110229,"Laparoscopy, surgical, with total hysterectomy, for uterus 250 g or less",Procedure,MAPS_TO,,<auto>,1627307770024,
1071584700,"EXCISION OF EXCESSIVE SKIN AND SUBCUTANEOUS TISSUE OF ABDOMEN, INCLUDING UMBILICAL TRANSPOSITION AND FASCIAL PLICATION",228,,15847,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627321669250,2102500,"Excision, excessive skin and subcutaneous tissue (includes lipectomy), abdomen (eg, abdominoplasty) (includes umbilical transposition and fascial plication) (List separately in addition to code for primary procedure)",Procedure,MAPS_TO,,<auto>,1627307770300,
1074242000,COMPLETE EXCISION OF PAROTID TUMOR WITH DISSECTION AND PRESERVATION OF FACIAL NERVE,252,,42420,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627321673511,2108769,"Excision of parotid tumor or parotid gland; total, with dissection and preservation of facial nerve",Procedure,MAPS_TO,,<auto>,1627307770429,
1075982000,SURGICAL COMPLETION OF INCOMPLETE ABORTION,1108,,59820,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627321679924,2110326,"Treatment of missed abortion, completed surgically; first trimester",Procedure,MAPS_TO,,Sharon Nirenberg,1627321678274,
1075200500,CYSTOURETHROSCOPY WITH URETERAL CATHETERIZATION OF URETER,707,,52005,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627321682391,2109768,"Cystourethroscopy, with ureteral catheterization, with or without irrigation, instillation, or ureteropyelography, exclusive of radiologic service",Procedure,MAPS_TO,,<auto>,1627307771758,
1074414000,PARTIAL COLECTOMY WITH ANASTOMOSIS,272,,44140,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627321688878,2109041,"Colectomy, partial; with anastomosis",Procedure,MAPS_TO,,Sharon Nirenberg,1627321686975,
1071430100,"TRANSFER OF ADJACENT TISSUE FOR REPAIR OF DEFECT, 30.1 SQ CM TO 60.0 SQ CM",1799,,14301,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627321691176,40757071,"Adjacent tissue transfer or rearrangement, any area; defect 30.1 sq cm to 60.0 sq cm",Procedure,MAPS_TO,,<auto>,1627307773116,
1072560700,OPEN REDUCTION OF EXTRA ARTICULAR FRACTURE OF DISTAL RADIUS WITH INTERNAL FIXATION,197,,25607,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627321711360,2104281,"Open treatment of distal radial extra-articular fracture or epiphyseal separation, with internal fixation",Procedure,MAPS_TO,,<auto>,1627307775429,
1074328100,SURGICAL LAPAROSCOPY WITH REPAIR OF PARAESOPHAGEAL HERNIA AND FUNDOPLASTY,491,,43281,1.00,APPROVED,EQUIVALENT,Sharon Nirenberg,1627321713002,40757103,"Laparoscopy, surgical, repair of paraesophageal hernia, includes fundoplasty, when performed; without implantation of mesh",Procedure,MAPS_TO,,<auto>,1627307775907,
