"ProcedureEpicId","Epic_name","concept_name","Code"
1030,PR REMOVE COMPLIC SHOULDER FOREIGN BODY,"Removal of foreign body, shoulder; complicated (eg, total shoulder)","23332"
1224,"EXCISION, LESION OF TENDON SHEATH, FOREARM AND/OR WRIST","Excision, lesion of tendon sheath, forearm and/or wrist","25110"
8024,"HOME VISIT,ESTAB PATIENT,LEVEL IV","Home visit for the evaluation and management of an established patient, which requires at least 2 of these 3 key components: A comprehensive interval history; A comprehensive examination; Medical decision making of moderate to high complexity. Counseling ","99350"
1796,"EXCISION OR CURETTAGE OF BONE CYST OR BENIGN TUMOR, TIBIA OR FIBULA; WITH AUTOGRAFT (INCLUDES OBTAINING GRAFT)","Excision or curettage of bone cyst or benign tumor, tibia or fibula; with autograft (includes obtaining graft)","27637"
7892,PROSTHETIC CHECKOUT,"Checkout for orthotic/prosthetic use, established patient, each 15 minutes (Deprecated)","97703"
2988,"LIGATION AND DIVISION AND COMPLETE STRIPPING OF LONG OR SHORT SAPHENOUS VEINS WITH RADICAL EXCISI… VEINS OF LOWER LEG, WITH EXCISION OF DEEP FASCIA","Ligation and division and complete stripping of long or short saphenous veins with radical excision of ulcer and skin graft and/or interruption of communicating veins of lower leg, with excision of deep fascia","37735"
5629,ANGIO ARCH ANGIOGRAM W CATH,"Angiography, cervicocerebral, catheter, including vessel origin, radiological supervision and interpretation","75650"
2017,"PERCUTANEOUS SKELETAL FIXATION OF METATARSAL FRACTURE, WITH MANIPULATION, EACH","Percutaneous skeletal fixation of metatarsal fracture, with manipulation, each","28476"
1663,"ARTHROTOMY, WITH EXCISION OF SEMILUNAR CARTILAGE (MENISCECTOMY) KNEE; MEDIAL AND LATERAL","Arthrotomy, with excision of semilunar cartilage (meniscectomy) knee; medial AND lateral","27333"
169423,MAMMO GALACTOGRAM MULTIPLE LEFT,Injection procedure only for mammary ductogram or galactogram,"19030"
173293,PARTIAL REPLACE PUMP CENT/PERI,"Replacement, complete, of a tunneled centrally inserted central venous access device, with subcutaneous pump, through same venous access","36583"
169332,CLOSED    TX BENNET FX,"Closed treatment of carpometacarpal fracture dislocation, thumb (Bennett fracture), with manipulation","26645"
163409,CT CARDIAC/HEART W CONTRAST STRUCTURE/MORPHOLOGY EP PLANNING,"Computed tomography, heart, with contrast material, for evaluation of cardiac structure and morphology (including 3D image postprocessing, assessment of cardiac function, and evaluation of venous structures, if performed)","75572"
62410,"STRYCHNINE CHROMO, QUANT","Chromatography, quantitative, column (eg, gas liquid or HPLC); single analyte not elsewhere specified, single stationary and mobile phase","82491"
868,"OPEN TREATMENT OF CRANIOFACIAL SEPARATION (LEFORT III TYPE); COMPLICATED (EG, COMMINUTED OR INVOLVING CRANIAL NERVE FORAMINA), MULTIPLE SURGICAL APPROACHES","Open treatment of craniofacial separation (LeFort III type); complicated (eg, comminuted or involving cranial nerve foramina), multiple surgical approaches","21433"
419015,PATIENT (OR CAREGIVER) QUERIED ABOUT SLEEP DISTURBANCES (PRKNS),Patient (or caregiver) queried about sleep disturbances (Prkns),"4328F"
1782,"TENOTOMY, PERCUTANEOUS, ACHILLES TENDON (SEPARATE PROCEDURE); GENERAL ANESTHESIA","Tenotomy, percutaneous, Achilles tendon (separate procedure); general anesthesia","27606"
167093,PR SYSTEMIC ANTIMICROBIAL TX PRESCRIBED,Systemic antimicrobial therapy prescribed (AOE),"4131F"
177402,"PERCUTANEOUS VERTEBROPLASTY (BONE BIOPSY INCLUDED WHEN PERFORMED), 1 VERTEBRAL BODY, UNILATERAL OR BILATERAL INJECTION, INCLUSIVE OF ALL IMAGING GUIDANCE; CERVICOTHORACIC","Percutaneous vertebroplasty (bone biopsy included when performed), 1 vertebral body, unilateral or bilateral injection, inclusive of all imaging guidance; cervicothoracic","22510"
62544,GLUCOSE TT-3 HR,"Glucose; tolerance test, each additional beyond 3 specimens (List separately in addition to code for primary procedure)","82952"
5982,CEREBRAL BLOOD FLOW,Cerebral vascular flow (Deprecated),"78615"
169718,BIOPSY OF TONGUE,Biopsy of tongue; anterior two-thirds,"41100"
172541,EXTREMITY ARTERY NONSELECTIVE,"Introduction of needle or intracatheter, upper or lower extremity artery","36140"
65700,SESTAMIBI WHOLE BODY FOR CA,"Radiopharmaceutical localization of tumor, inflammatory process or distribution of radiopharmaceutical agent(s) (includes vascular flow and blood pool imaging, when performed); planar, whole body, single day imaging","78802"
175677,NM SCHILLING TEST STAGE 1,"Vitamin B-12 absorption study (eg, Schilling test); without intrinsic factor","78270"
174484,CT BONEY PELVIS W AND WO CONTRAST,"Computed tomography, pelvis; without contrast material, followed by contrast material(s) and further sections","72194"
172761,IMPLANTABLE PORT US GUIDED,"Insertion of tunneled centrally inserted central venous access device, with subcutaneous port; age 5 years or older","36561"
167041,PR ANTICONVULSANT THERAPY FOR 6 MONTHS OR MORE,Anticonvulsant medication therapy for 6 months or more (MM),"4230F"
4428,TUBOUTERINE IMPLANTATION,Tubouterine implantation,"58752"
5944,HEART MUSCLE IMAGING (PET),"Myocardial imaging, positron emission tomography (PET), metabolic evaluation study (including ventricular wall motion[s] and/or ejection fraction[s], when performed), single study","78459"
3373,GASTROJEJUNOSTOMY; WITHOUT VAGOTOMY,Gastrojejunostomy; without vagotomy,"43820"
169028,SIMPLE WOUND REPAIR >30.0CM,"Simple repair of superficial wounds of face, ears, eyelids, nose, lips and/or mucous membranes; over 30.0 cm","12018"
30607,TUMOR IMMUNOHISTOCHEM/COMPUT,"Morphometric analysis, tumor immunohistochemistry (eg, Her-2/neu, estrogen receptor/progesterone receptor), quantitative or semiquantitative, per specimen, each single antibody stain procedure; using computer-assisted technology","88361"
7105,"CYTOGENETICS, 25-99","Molecular cytogenetics; interphase in situ hybridization, analyze 25-99 cells","88274"
5002,REINSERTION OF OCULAR IMPLANT; WITH OR WITHOUT CONJUNCTIVAL GRAFT,Reinsertion of ocular implant; with or without conjunctival graft,"65150"
63226,"ELM, AMERICAN","Allergen specific IgE; quantitative or semiquantitative, crude allergen extract, each","86003"
62246,MICROALBUMIN-URINE RANDOM,"Albumin; urine (eg, microalbumin), quantitative","82043"
4919,TRANSECTION OR AVULSION OF; INFRAORBITAL NERVE,Transection or avulsion of; infraorbital nerve,"64734"
170167,"TRANSCATHETER PLACEMENT OF AN INTRAVASCULAR STENT(S) (EXCEPT LOWER EXTREMITY ARTERY(S) FOR OCCLUSIVE DISEASE,CERVICAL CAROTID,EXTRACRANIAL VERTEBRAL) INTERPRETATION AND INCLUDING ALL ANGIO*","Transcatheter placement of an intravascular stent(s) (except lower extremity artery(s) for occlusive disease, cervical carotid, extracranial vertebral or intrathoracic carotid, intracranial, or coronary), open or percutaneous, including radiological super","37236"
4707,"REPLACEMENT OR IRRIGATION, SUBARACHNOID/SUBDURAL CATHETER","Replacement or irrigation, subarachnoid/subdural catheter","62194"
48194,CULT ALLOGEN DERM SUB TRNK/ARM/LEG <100SQCM,"Tissue cultured allogeneic dermal substitute, trunk, arms, legs; first 100 sq cm or less, or 1% of body area of infants and children","15360"
65018,MR HUMERI BOTH WO CONTRAST,"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; without contrast material(s)","73218"
421153,TECH DELIVERY/BIRTHING ROOM RESUSCITATION,"Delivery/birthing room resuscitation, provision of positive pressure ventilation and/or chest compressions in the presence of acute inadequate ventilation and/or cardiac output","99465"
168153,"STEREOTACTIC COMPUTER-ASSISTED (NAVIGATIONAL) PROCEDURE; CRANIAL, INTRADURAL (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)","Stereotactic computer-assisted (navigational) procedure; cranial, intradural (List separately in addition to code for primary procedure)","61781"
5295,EXCISION AURAL POLYP,Excision aural polyp,"69540"
1771,"AMPUTATION, THIGH, THROUGH FEMUR, ANY LEVEL; OPEN, CIRCULAR (GUILLOTINE)","Amputation, thigh, through femur, any level; open, circular (guillotine)","27592"
3901,MANOMETRIC STUDIES THROUGH URETEROSTOMY OR INDWELLING URETERAL CATHETER,Manometric studies through ureterostomy or indwelling ureteral catheter,"50686"
2840,"BYPASS GRAFT, WITH OTHER THAN VEIN; POPLITEAL-TIBIAL OR -PERONEAL ARTERY","Bypass graft, with other than vein; popliteal-tibial or -peroneal artery","35671"
176102,PET/CT OVARIAN CA STAGING,Positron emission tomography (PET) with concurrently acquired computed tomography (CT) for attenuation correction and anatomical localization imaging; skull base to mid-thigh,"78815"
170641,"ESOPHAGOSCOPY, FLEXIBLE, TRANSNASAL; DIAGNOSTIC, INCLUDING COLLECTION OF SPECIMEN(S) BY BRUSHING OR WASHING, WHEN PERFORMED (SEPARATE PROCEDURE)","Esophagoscopy, flexible, transnasal; diagnostic, including collection of specimen(s) by brushing or washing, when performed (separate procedure)","43197"
48544,EVALUATION OF AUDITORY FUNCTION FOR SURGICALLY IMPLANTED DEVICE(S) CANDIDACY OR POSTOPERATIVE STA…RATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE),Evaluation of auditory function for surgically implanted device(s) candidacy or postoperative status of a surgically implanted device(s); each additional 15 minutes (List separately in addition to code for primary procedure),"92627"
3091,"CLOSURE OF LACERATION, VESTIBULE OF MOUTH; 2.5 CM OR LESS","Closure of laceration, vestibule of mouth; 2.5 cm or less","40830"
6238,ASSAY OF DIHYDROCODEINONE,Dihydrocodeinone,"82646"
152180,CULTURE-TRICHOMONAS,"Culture, presumptive, pathogenic organisms, screening only","87081"
173317,PERC BX ABDOMEN/RETROP. USG,"Biopsy, abdominal or retroperitoneal mass, percutaneous needle","49180"
6170,CALCITONIN,Calcitonin,"82308"
2902,BLOOD TRANSFUSION SERVICE,"Transfusion, blood or blood components","36430"
7450,"BEKESY AUDIOMETRY, SCREEN",Bekesy audiometry; screening,"92560"
2408,PARTIAL REMOVAL OF LUNG,"Removal of lung, other than total pneumonectomy; wedge resection, single or multiple","32500"
419011,MEDICAL AND SURGICAL TREATMENT OPTIONS REVIEWED WITH PATIENT (OR CAREGIVER) (PRKNS),Medical and surgical treatment options reviewed with patient (or caregiver) (Prkns),"4325F"
176698,SP FERGUSON VIEW (PELVIS),"Radiologic examination, pelvis; 1 or 2 views","72170"
4908,"NEUROPLASTY, MAJOR PERIPHERAL NERVE, ARM OR LEG, OPEN; SCIATIC NERVE","Neuroplasty, major peripheral nerve, arm or leg, open; sciatic nerve","64712"
181535,US ANKLE BRACHIAL INDEX COMPLETE,"Complete bilateral noninvasive physiologic studies of upper or lower extremity arteries, 3 or more levels (eg, for lower extremity: ankle/brachial indices at distal posterior tibial and anterior tibial/dorsalis pedis arteries plus segmental blood pressure","93923"
206,"ANESTH,LOWER LEG BONE SURG","Anesthesia for open procedures on bones of lower leg, ankle, and foot; not otherwise specified","01480"
332538,CT HAND LEFT WITHOUT CONTRAST,"Computed tomography, upper extremity; without contrast material","73200"
3359,"REMV STOMACH,PART,PROX","Gastrectomy, partial, proximal, thoracic or abdominal approach including esophagogastrostomy, with vagotomy (Deprecated)","43638"
63326,CASEIN,"Allergen specific IgE; quantitative or semiquantitative, crude allergen extract, each","86003"
173536,"CLOSED RX INTER/SUBTROCH FX,MANIP","Closed treatment of intertrochanteric, peritrochanteric, or subtrochanteric femoral fracture; with manipulation, with or without skin or skeletal traction","27240"
917,"BIOPSY, SOFT TISSUE OF BACK OR FLANK; SUPERFICIAL","Biopsy, soft tissue of back or flank; superficial","21920"
743,EXCISION OF MALIGNANT TUMOR OF MANDIBLE;,Excision of malignant tumor of mandible,"21044"
3245,"ESOPHAGOTOMY, CERVICAL APPROACH, WITH REMOVAL OF FOREIGN BODY","Esophagotomy, cervical approach, with removal of foreign body","43020"
1006,CLAVICULECTOMY; PARTIAL,Claviculectomy; partial,"23120"
4578,"CRANIECTOMY, SUBOCCIPITAL; FOR EXPLORATION OR DECOMPRESSION OF CRANIAL NERVES","Craniectomy, suboccipital; for exploration or decompression of cranial nerves","61458"
64162,"TRICHOMONAS, DF","Infectious agent antigen detection by immunofluorescent technique; not otherwise specified, each organism","87299"
204721,EEG CEREBRAL DEATH ONLY,Electroencephalogram (EEG); cerebral death evaluation only,"95824"
63436,CI HERBARUM,"Allergen specific IgE; quantitative or semiquantitative, crude allergen extract, each","86003"
1525,"ARTHRODESIS, METACARPOPHALANGEAL JOINT, WITH OR WITHOUT INTERNAL FIXATION; WITH AUTOGRAFT (INCLUDES OBTAINING GRAFT)","Arthrodesis, metacarpophalangeal joint, with or without internal fixation; with autograft (includes obtaining graft)","26852"
62626,ANTI-MYELOPEROXIDASE,"Immunoassay for analyte other than infectious agent antibody or infectious agent antigen; qualitative or semiquantitative, multiple step method","83516"
171752,CT THIGH W CONTRAST,"Computed tomography, lower extremity; with contrast material(s)","73701"
697,"REMOVAL, UNDER ANESTHESIA, OF EXTERNAL FIXATION SYSTEM","Removal, under anesthesia, of external fixation system","20694"
5961,HEART FIRST PASS ADD-ON,"Cardiac blood pool imaging, gated equilibrium, single study, at rest, with right ventricular ejection fraction by first pass technique (List separately in addition to code for primary procedure)","78496"
171878,GLUCOSE BODY FLUID,"Glucose, body fluid, other than blood","82945"
167212,PR ADVANCE CARE PLANNING DISCUSS DOCUMENTED IN MEDICAL RECOR,Advance care planning discussion documented in the medical record (COA),"1158F"
158564,PED.IGF-BINDING PROTEIN 2,"Immunoassay for analyte other than infectious agent antibody or infectious agent antigen; quantitative, by radioimmunoassay (eg, RIA)","83519"
176678,PELVIS 1 OR 2 VIEWS,"Radiologic examination, pelvis; 1 or 2 views","72170"
176706,SPINE LUMB PROSTHESIS/FL/EXT,"Radiologic examination, spine, lumbosacral; 2 or 3 views","72100"
48164,"TISSUE CULTURED SKIN AUTOGRAFT, FACE, SCALP, EYELIDS, MOUTH, NECK, EARS, ORBITS, GENITALIA, HANDS, FEET, AND/OR MULTIPLE DIGI... (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)","Tissue cultured skin autograft, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits; each additional 100 sq cm, or each additional 1% of body area of infants and children, or part thereof (List separately in add","15157"
5668,VENOGRAM SUPER SAG SINUS,"Venography, superior sagittal sinus, radiological supervision and interpretation","75870"
7588,INTRAVENTRICULAR PACING,Intraventricular pacing,"93612"
2677,"THROMBECTOMY, DIRECT OR WITH CATHETER; AXILLARY AND SUBCLAVIAN VEIN, BY ARM INCISION","Thrombectomy, direct or with catheter; axillary and subclavian vein, by arm incision","34490"
168514,PROSTHETIC TRAINING,"Prosthetic(s) training, upper and/or lower extremity(ies), initial prosthetic(s) encounter, each 15 minutes","97761"
169742,LACERATION    REPAIR PALATE >2,"Repair, laceration of palate; over 2 cm or complex","42182"
177091,"LAPAROSCOPY, SURGICAL, ABLATION OF UTERINE FIBROID(S) INCLUDING INTRAOPERATIVE ULTRASOUND GUIDANCE AND MONITORING, RADIOFREQUENCY","Laparoscopy, surgical, ablation of uterine fibroid(s) including intraoperative ultrasound guidance and monitoring, radiofrequency","58674"
4871,"INJECTION(S), ANESTHETIC AGENT AND/OR STEROID, TRANSFORAMINAL EPIDURAL, WITH IMAGING GUIDANCE (FL…RATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)","Injection(s), anesthetic agent and/or steroid, transforaminal epidural, with imaging guidance (fluoroscopy or CT); lumbar or sacral, each additional level (List separately in addition to code for primary procedure)","64484"
170775,CHG DRUG SCREEN QUANTITATIVE LEVETIRACETAM,Levetiracetam,"80177"
5647,ANGIO PULMON UNILAT SELECT,"Angiography, pulmonary, unilateral, selective, radiological supervision and interpretation","75741"
1226,"EXCISION OF GANGLION, WRIST (DORSAL OR VOLAR); RECURRENT","Excision of ganglion, wrist (dorsal or volar); recurrent","25112"
332564,CT WRIST RIGHT WITHOUT CONTRAST,"Computed tomography, upper extremity; without contrast material","73200"
3941,"URETERAL ENDOSCOPY THROUGH URETEROTOMY, WITH OR WITHOUT IRRIGATION, INSTILLATION, OR URETEROPYELOGRAPHY, EXCLUSIVE OF RADIOLOGIC SERVICE;","Ureteral endoscopy through ureterotomy, with or without irrigation, instillation, or ureteropyelography, exclusive of radiologic service","50970"
48605,REFILL/MAINT PORTABLE PUMP,Refilling and maintenance of portable pump,"96521"
7287,"PSYCHOTHERPY, HOSP (20-30) W/E&M","Individual psychotherapy, insight oriented, behavior modifying and/or supportive, in an inpatient hospital, partial hospital or residential care setting, approximately 20 to 30 minutes face-to-face with the patient; with medical evaluation and management ","90817"
152618,FLAXSEED IGE,"Allergen specific IgE; quantitative or semiquantitative, crude allergen extract, each","86003"
217956,EP STUDY,"Comprehensive electrophysiologic evaluation including insertion and repositioning of multiple electrode catheters with induction or attempted induction of arrhythmia; with right atrial pacing and recording, right ventricular pacing and recording, His bund","93620"
4394,INSERTION OF HEYMAN CAPSULES FOR CLINICAL BRACHYTHERAPY,Insertion of Heyman capsules for clinical brachytherapy,"58346"
3156,RESECTION OF PALATE OR EXTENSIVE RESECTION OF LESION,Resection of palate or extensive resection of lesion,"42120"
63866,STREP A SCREEN-RAPID,"Infectious agent antigen detection by immunoassay with direct optical observation; Streptococcus, group A","87880"
62206,"BUPROPION, QUANT DRUG ASY","Quantitation of therapeutic drug, not elsewhere specified","80299"
3366,"UNLISTED LAPAROSCOPY PROCEDURE, STOMACH","Unlisted laparoscopy procedure, stomach","43659"
217863,X-RAY EXAM ABDOMEN 1 VIEW,"Radiologic examination, abdomen; 1 view","74018"
2136,"ARTHROSCOPY, ELBOW, SURGICAL; DEBRIDEMENT, LIMITED","Arthroscopy, elbow, surgical; debridement, limited","29837"
174376,CT ELBOW WO CONTRAST RIGHT,"Computed tomography, upper extremity; without contrast material","73200"
2642,REPAIR PULM ART ATRESIA,"Repair of pulmonary atresia with ventricular septal defect, by unifocalization of pulmonary arteries; without cardiopulmonary bypass (Deprecated)","33918"
172148,NUCLEAR MAMMOGRAM,"Radiopharmaceutical localization of tumor, inflammatory process or distribution of radiopharmaceutical agent(s) (includes vascular flow and blood pool imaging, when performed); planar, single area (eg, head, neck, chest, pelvis), single day imaging","78800"
171557,SYNVISC/HYALGAN INJECTION,Fluoroscopic guidance and localization of needle or catheter tip for spine or paraspinous diagnostic or therapeutic injection procedures (epidural or subarachnoid) (List separately in addition to code for primary procedure),"77003"
173680,RIGHT RENAL VEIN 2ND ORD,"Selective catheter placement, venous system; second order, or more selective, branch (eg, left adrenal vein, petrosal sinus)","36012"
169427,ALLOGENEIC,"Blood-derived hematopoietic progenitor cell harvesting for transplantation, per collection; allogeneic","38205"
158410,HEPASCORE,Bilirubin; total,"82247"
4875,"INJECTION, ANESTHETIC AGENT; LUMBAR OR THORACIC (PARAVERTEBRAL SYMPATHETIC)","Injection, anesthetic agent; lumbar or thoracic (paravertebral sympathetic)","64520"
7632,"AMBULATORY BLOOD PRESSURE MONITORING, UTILIZING REPORT-GENERATING SOFTWARE, AUTOMATED, WORN CONTI… OR LONGER; REVIEW WITH INTERPRETATION AND REPORT","Ambulatory blood pressure monitoring, utilizing report-generating software, automated, worn continuously for 24 hours or longer; review with interpretation and report","93790"
1376,"RADICAL RESECTION OF TUMOR (EG, SARCOMA), SOFT TISSUE OF HAND OR FINGER; LESS THAN 3 CM","Radical resection of tumor (eg, sarcoma), soft tissue of hand or finger; less than 3 cm","26117"
65412,MRA KNEES BOTH W CONTRAST,"Magnetic resonance angiography, lower extremity, with or without contrast material(s)","73725"
48773,"QUANT SENSORY TEST, VIBRATION","Quantitative sensory testing (QST), testing and interpretation per extremity; using vibration stimuli to assess large diameter fiber sensation","0107T"
453146,SENSORY INTEGRATION 15 MIN,"Sensory integrative techniques to enhance sensory processing and promote adaptive responses to environmental demands, direct (one-on-one) patient contact, each 15 minutes","97533"
1336,"CLOSED TREATMENT OF LUNATE DISLOCATION, WITH MANIPULATION","Closed treatment of lunate dislocation, with manipulation","25690"
936,"OSTEOTOMY OF SPINE, INCLUDING DISCECTOMY, ANTERIOR APPROACH, SINGLE VERTEBRAL SEGMENT; EACH ADDITIONAL VERTEBRAL SEGMENT (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)","Osteotomy of spine, including discectomy, anterior approach, single vertebral segment; each additional vertebral segment (List separately in addition to code for primary procedure)","22226"
5304,"TYMPANIC MEMBRANE REPAIR, WITH OR WITHOUT SITE PREPARATION OF PERFORATION FOR CLOSURE, WITH OR WITHOUT PATCH","Tympanic membrane repair, with or without site preparation of perforation for closure, with or without patch","69610"
12345,STREP A SCREEN (POCT),"Infectious agent antigen detection by immunoassay with direct optical observation; Streptococcus, group A","87880"
2093,APPLICATION OF LONG LEG CAST (THIGH TO TOES); WALKER OR AMBULATORY TYPE,Application of long leg cast (thigh to toes); walker or ambulatory type,"29355"
3647,"LAPAROTOMY, WITH ASPIRATION AND/OR INJECTION OF HEPATIC PARASITIC (EG, AMOEBIC OR ECHINOCOCCAL) CYST(S) OR ABSCESS(ES)","Laparotomy, with aspiration and/or injection of hepatic parasitic (eg, amoebic or echinococcal) cyst(s) or abscess(es)","47015"
4540,"UNLISTED PROCEDURE, ENDOCRINE SYSTEM","Unlisted procedure, endocrine system","60699"
3787,"REPAIR, INITIAL INGUINAL HERNIA, FULL TERM INFANT YOUNGER THAN AGE 6 MONTHS, OR PRETERM INFANT OL…URGERY, WITH OR WITHOUT HYDROCELECTOMY; REDUCIBLE","Repair, initial inguinal hernia, full term infant younger than age 6 months, or preterm infant older than 50 weeks postconception age and younger than age 6 months at the time of surgery, with or without hydrocelectomy; reducible","49495"
170172,DX BRONCHOSCOPE/WASH,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; diagnostic, with cell washing, when performed (separate procedure)","31622"
8032,"PHYSICIAN/TEAM CONFERENCE,1/2*",Medical conference by a physician with interdisciplinary team of health professionals or representatives of community agencies to coordinate activities of patient care (patient not present); approximately 30 minutes (Deprecated),"99361"
5773,"FETAL BIOPHYS PROF,W/O NST (OFFICE PROCEDURE)",Fetal biophysical profile; without non-stress testing,"76819"
3609,"ANOPLASTY, PLASTIC OPERATION FOR STRICTURE; ADULT","Anoplasty, plastic operation for stricture; adult","46700"
167739,"THORACOSCOPY, SURGICAL; WITH MEDIASTINAL AND REGIONAL LYMPHADENECTOMY (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)","Thoracoscopy, surgical; with mediastinal and regional lymphadenectomy (List separately in addition to code for primary procedure)","32674"
2692,"OPEN REPAIR OF INFRARENAL AORTIC ANEURYSM OR DISSECTION, PLUS REPAIR OF ASSOCIATED ARTERIAL TRAUMA, FOLLOWING UNSUCCESSFUL ENDOVASCULAR REPAIR; TUBE PROSTHESIS","Open repair of infrarenal aortic aneurysm or dissection, plus repair of associated arterial trauma, following unsuccessful endovascular repair; tube prosthesis","34830"
7146,"EOS SMEAR, OTHER","Cell count, miscellaneous body fluids (eg, cerebrospinal fluid, joint fluid), except blood","89050"
4613,CRANIOTOMY FOR CRANIOSYNOSTOSIS; FRONTAL OR PARIETAL BONE FLAP,Craniotomy for craniosynostosis; frontal or parietal bone flap,"61556"
63054,"HCG, SERUM, QUANTITATIVE","Gonadotropin, chorionic (hCG); quantitative","84702"
65062,MR SHOULDER LEFT WO CONTRAST,"Magnetic resonance (eg, proton) imaging, any joint of upper extremity; without contrast material(s)","73221"
174424,CT SCAPULA WO CONTRAST RIGHT,"Computed tomography, upper extremity; without contrast material","73200"
1292,ARTHROPLASTY WITH PROSTHETIC REPLACEMENT; SCAPHOID CARPAL (NAVICULAR),Arthroplasty with prosthetic replacement; scaphoid carpal (navicular),"25443"
4386,"VAGINAL HYSTERECTOMY, RADICAL (SCHAUTA TYPE OPERATION)","Vaginal hysterectomy, radical (Schauta type operation)","58285"
166361,RT CONTINUOUS VENTILATOR SUBS DAY,"Ventilation assist and management, initiation of pressure or volume preset ventilators for assisted or controlled breathing; hospital inpatient/observation, each subsequent day","94003"
172295,"COMMON FEMORAL ARTERY, IPSI 3","Selective catheter placement, arterial system; initial third order or more selective abdominal, pelvic, or lower extremity artery branch, within a vascular family","36247"
1590,"OSTEOTOMY, ILIAC, ACETABULAR OR INNOMINATE BONE;","Osteotomy, iliac, acetabular or innominate bone","27146"
3464,"COLONOSCOPY THROUGH STOMA; DIAGNOSTIC, INCLUDING COLLECTION OF SPECIMEN(S) BY BRUSHING OR WASHING, WHEN PERFORMED (SEPARATE PROCEDURE)","Colonoscopy through stoma; diagnostic, including collection of specimen(s) by brushing or washing, when performed (separate procedure)","44388"
5051,"SEVERING ADHESIONS OF ANTERIOR SEGMENT OF EYE, INCISIONAL TECHNIQUE (WITH OR WITHOUT INJECTION OF AIR OR LIQUID) (SEPARATE PROCEDURE); CORNEOVITREAL ADHESIONS","Severing adhesions of anterior segment of eye, incisional technique (with or without injection of air or liquid) (separate procedure); corneovitreal adhesions","65880"
63660,RAST-PARROT FEATHERS,"Allergen specific IgE; quantitative or semiquantitative, crude allergen extract, each","86003"
115779,URETERAL STENT,"Introduction of ureteral catheter or stent into ureter through renal pelvis for drainage and/or injection, percutaneous, radiological supervision and interpretation","74480"
771,REDUCTION FOREHEAD; CONTOURING AND APPLICATION OF PROSTHETIC MATERIAL OR BONE GRAFT (INCLUDES OBTAINING AUTOGRAFT),Reduction forehead; contouring and application of prosthetic material or bone graft (includes obtaining autograft),"21138"
176504,CHEST OBLIQUE UNILATERAL LEFT,"Radiologic examination, chest; single view, frontal","71010"
6535,"HCG, INTACT","Gonadotropin, chorionic (hCG); quantitative","84702"
1985,"OSTEOTOMY, TARSAL BONES, OTHER THAN CALCANEUS OR TALUS;","Osteotomy, tarsal bones, other than calcaneus or talus","28304"
169150,INSERT AND REMOVE BONE PIN,"Insertion of wire or pin with application of skeletal traction, including removal (separate procedure)","20650"
62962,SODIUM-BLD,"Sodium; serum, plasma or whole blood","84295"
168857,"ULTRASOUND, TRANSVAGINAL","Ultrasound, transvaginal","76830"
178308,OT RE-EVAL EST PLAN CARE,"Re-evaluation of occupational therapy established plan of care, requiring these components: An assessment of changes in patient functional or medical status with revised plan of care; An update to the initial occupational profile to reflect changes in con","97168"
63180,WATERMELON-F21,"Allergen specific IgE; quantitative or semiquantitative, crude allergen extract, each","86003"
4247,VESICULOTOMY; COMPLICATED,Vesiculotomy; complicated,"55605"
1829,OSTEOTOMY; TIBIA,Osteotomy; tibia,"27705"
174134,INTRAVASCULAR US DIAG EVAL,Intravascular ultrasound (non-coronary vessel) during diagnostic evaluation and/or therapeutic intervention; initial vessel (List separately in addition to code for primary procedure),"37250"
5098,"INSERTION OF INTRAOCULAR LENS PROSTHESIS (SECONDARY IMPLANT), NOT ASSOCIATED WITH CONCURRENT CATARACT REMOVAL","Insertion of intraocular lens prosthesis (secondary implant), not associated with concurrent cataract removal","66985"
133,"ANESTH,KID STONE DESTRUCT","Anesthesia for lithotripsy, extracorporeal shock wave; without water bath","00873"
63200,GINGER,"Allergen specific IgE; quantitative or semiquantitative, crude allergen extract, each","86003"
7248,"ADMINISTER TD VACCINE >7, IM","Tetanus and diphtheria toxoids (Td) adsorbed when administered to individuals 7 years or older, for intramuscular use","90718"
168674,H & B ASSESS INIT EA 15 MIN,"Health and behavior assessment (eg, health-focused clinical interview, behavioral observations, psychophysiological monitoring, health-oriented questionnaires), each 15 minutes face-to-face with the patient; initial assessment","96150"
173684,RIGHT RENAL VEIN ORDER 2,"Selective catheter placement, venous system; second order, or more selective, branch (eg, left adrenal vein, petrosal sinus)","36012"
152191,SWORDFISH,"Allergen specific IgE; quantitative or semiquantitative, crude allergen extract, each","86003"
152595,"PROSTAGLANDIN E2, URINE","Prostaglandin, each","84150"
